"fid","username","reaction_count","reply_count","reaction_reply_ratio","url","text"
"475657","<a href=""https://warpcast.com/eg3548"" target=""_blank"">eg3548</a>","766","20","38.3","<a href=""https://warpcast.com/eg3548/0x79b7db5d"" target=""_blank"">https://warpcast.com/eg3548/0x79b7db5d</a>","Herkese günaydın 💜🤍☀️\n$SOCIAL SUMMER da çocukları eğlendirmek için iyi ki  ve  amcaları var🤗😍🤍💜\nHaydi phave atmaya devam👋🤍💜🔥"
"522884","<a href=""https://warpcast.com/niqobite"" target=""_blank"">niqobite</a>","766","18","42.55555555555556","<a href=""https://warpcast.com/niqobite/0x9fdaf07f"" target=""_blank"">https://warpcast.com/niqobite/0x9fdaf07f</a>","Gm frens 💜 \nMay your day be as colorful as these 🌺🥰"
"239","<a href=""https://warpcast.com/ted"" target=""_blank"">ted</a>","755","108","6.9907407407407405","<a href=""https://warpcast.com/ted/0x871afae4"" target=""_blank"">https://warpcast.com/ted/0x871afae4</a>","guys i swear i’m not on any drugs i truly just love rawdogging life and all of its highs and lows"
"481973","<a href=""https://warpcast.com/thesultannnn"" target=""_blank"">thesultannnn</a>","754","15","50.266666666666666","<a href=""https://warpcast.com/thesultannnn/0x9ef0a6fb"" target=""_blank"">https://warpcast.com/thesultannnn/0x9ef0a6fb</a>","GM GM 😊☀️\n\nMeşhur maviliği ile ilgi çeken gerçekten görmeye ve gezmeye değer 🩵🩵\n\nGiresun/ Mavi Göl"
"1110","<a href=""https://warpcast.com/perl"" target=""_blank"">perl</a>","754","9","83.77777777777777","<a href=""https://warpcast.com/perl/0xe73945dc"" target=""_blank"">https://warpcast.com/perl/0xe73945dc</a>","👑🪙👑\n\nhttps://perl.xyz/market/349/play-melee?rc=true"
"5650","<a href=""https://warpcast.com/vitalik.eth"" target=""_blank"">vitalik.eth</a>","751","71","10.577464788732394","<a href=""https://warpcast.com/vitalik.eth/0x820c908f"" target=""_blank"">https://warpcast.com/vitalik.eth/0x820c908f</a>","Somehow I absolutely love this most recent SSC post:\n\nhttps://www.astralcodexten.com/p/matt-yglesias-considered-as-the-nietzschean\n\nI feel like the best of pre-2020 Scott is back. Also, his takedown of the first person to reply to him in the comments is just excellent."
"37","<a href=""https://warpcast.com/balajis.eth"" target=""_blank"">balajis.eth</a>","745","153","4.869281045751634","<a href=""https://warpcast.com/balajis.eth/0x44ef963e"" target=""_blank"">https://warpcast.com/balajis.eth/0x44ef963e</a>","Internet 📈\nIndians 📈\nChina 📈\nDC 📉\n\nThose are the four forces on the world as I see them. The Internet, Indians, and China are rising. DC is falling. And America is split between the American Network (rising with the Internet) and the American State (falling with DC)."
"1325","<a href=""https://warpcast.com/cassie"" target=""_blank"">cassie</a>","736","83","8.867469879518072","<a href=""https://warpcast.com/cassie/0x49c473e7"" target=""_blank"">https://warpcast.com/cassie/0x49c473e7</a>","When I joined Farcaster, I was neither an employee of Merkle nor did I know Dan or Varun. Varun finally got me to onboard after multiple attempts, conversations lead to what I could do for the project, and I became a part of the team. I may not always agree with every decision, but I can definitely confirm firsthand there is no ""help Merkle's friends"" bias, and for those who know why I quit CB, they'd know just as well I wouldn't stick around at Merkle if that were the case."
"602","<a href=""https://warpcast.com/betashop.eth"" target=""_blank"">betashop.eth</a>","734","130","5.6461538461538465","<a href=""https://warpcast.com/betashop.eth/0x8ba48c13"" target=""_blank"">https://warpcast.com/betashop.eth/0x8ba48c13</a>","doing my job to educate the world about Farcaster"
"475985","<a href=""https://warpcast.com/atahan"" target=""_blank"">atahan</a>","732","9","81.33333333333333","<a href=""https://warpcast.com/atahan/0x6187c6ad"" target=""_blank"">https://warpcast.com/atahan/0x6187c6ad</a>","After the decline in the markets;\n\n : ""Look to my coming at first light on the fifth day. At dawn, look to the east. We will be celebrating there $SOCIAL SUMMER.” 🚀🦄✊"
"12031","<a href=""https://warpcast.com/sanjay"" target=""_blank"">sanjay</a>","731","65","11.246153846153845","<a href=""https://warpcast.com/sanjay/0x60a4bf27"" target=""_blank"">https://warpcast.com/sanjay/0x60a4bf27</a>","Since this day, we're at 50x the message count, 180x the peer count, ~40x the db size. Perf metrics are harder to compare since it was during an incident but currently p95 merge latency is ~30ms and p95 gossip delay is <1s (vs 2000ms and ~2.5hrs during the incident)"
"14516","<a href=""https://warpcast.com/rxm"" target=""_blank"">rxm</a>","731","9","81.22222222222223","<a href=""https://warpcast.com/rxm/0x014c8bf4"" target=""_blank"">https://warpcast.com/rxm/0x014c8bf4</a>","Its  ‘s turn to get memed"
"602","<a href=""https://warpcast.com/betashop.eth"" target=""_blank"">betashop.eth</a>","730","167","4.37125748502994","<a href=""https://warpcast.com/betashop.eth/0x6cab6156"" target=""_blank"">https://warpcast.com/betashop.eth/0x6cab6156</a>","Miso mustard salmon with togarashi over sushi rice with sracha spices zucchini chips"
"12","<a href=""https://warpcast.com/linda"" target=""_blank"">linda</a>","727","128","5.6796875","<a href=""https://warpcast.com/linda/0xcd63dace"" target=""_blank"">https://warpcast.com/linda/0xcd63dace</a>","I've experienced working at a large traditional company, early stage startup, founding a fund, and founding a startup. Some random thoughts\n\n- AIG: work hard and learn a lot but difficult to have autonomy with layers of management, most there to collect paycheck, how you stand out depends on manager\n\n- Coinbase (30-150 employees): work hard but first time work didn't feel like work since cared deeply, tons of autonomy, first time working with many mission driven colleagues, can stand out taking initiative, did not have a sense of how hard being a founder was for Brian + Fred\n\n- Scalar (founded fund): work harder (no days off in week), decisions fall on founders so huge sense of ownership, lows are really low, first sense of how hard things can really get\n\n- Bountycaster (founded company): work harder than founding fund (default is work and then carve out personal time), cycles of highs and lows much more rapid than fund, feel most fulfilled due to ownership, mission, and connecting with users"
"1325","<a href=""https://warpcast.com/cassie"" target=""_blank"">cassie</a>","726","85","8.541176470588235","<a href=""https://warpcast.com/cassie/0x23255d40"" target=""_blank"">https://warpcast.com/cassie/0x23255d40</a>","alright arena, /quilibrium ship log time, dual path edition\n\nPath 1: the mainnet series\n- Resolved RPM stall bug (also uncovered bug in RPM paper, will have a publication after 2.0 release)\n- Resumed/completed stage 2 testnet verification\n- Completed stage 3 testnet verification\n\nPath 2: the ""sometimes things take time"" series\n- Released 1.4.21.1 patch update because 2.0 is taking longer than originally projected and some machines are very fast\n\nUp next:\n- Complete stage 4 testnet verification: constraint validation testing\n- 2.0 mainnet"
"99","<a href=""https://warpcast.com/jessepollak"" target=""_blank"">jessepollak</a>","725","132","5.492424242424242","<a href=""https://warpcast.com/jessepollak/0x263a3c21"" target=""_blank"">https://warpcast.com/jessepollak/0x263a3c21</a>","on the 364th day of our existence, proud to see that  is the fastest growing and now second largest onchain developer ecosystem after \n\nit's still day one"
"5620","<a href=""https://warpcast.com/fun"" target=""_blank"">fun</a>","725","91","7.967032967032967","<a href=""https://warpcast.com/fun/0x881600c0"" target=""_blank"">https://warpcast.com/fun/0x881600c0</a>",""
"3","<a href=""https://warpcast.com/dwr.eth"" target=""_blank"">dwr.eth</a>","724","115","6.2956521739130435","<a href=""https://warpcast.com/dwr.eth/0x8de52c82"" target=""_blank"">https://warpcast.com/dwr.eth/0x8de52c82</a>","We're working through some Warpcast database issues today. Appreciate the patience!"
"528","<a href=""https://warpcast.com/0xen"" target=""_blank"">0xen</a>","718","209","3.4354066985645932","<a href=""https://warpcast.com/0xen/0x1ad3873c"" target=""_blank"">https://warpcast.com/0xen/0x1ad3873c</a>","Monet painted this when he was half-blind."
"194410","<a href=""https://warpcast.com/jira"" target=""_blank"">jira</a>","714","25","28.56","<a href=""https://warpcast.com/jira/0x881afd10"" target=""_blank"">https://warpcast.com/jira/0x881afd10</a>","Wanna be the highlight of my $SOCIAL summer? ☀️🌻\n.\n.\nThis time I want 🫰😆\nYou You You You like it’s magnetic\nU U U U U U U U super ikkeullim.💜"
"697649","<a href=""https://warpcast.com/omerd"" target=""_blank"">omerd</a>","713","3","237.66666666666666","<a href=""https://warpcast.com/omerd/0x28b56e30"" target=""_blank"">https://warpcast.com/omerd/0x28b56e30</a>","Memes20\nInstagrama erişim engeli geldikten sonra olmasını istediğim senaryo🦄💸👨🏻‍🚀 "
"195769","<a href=""https://warpcast.com/emrex"" target=""_blank"">emrex</a>","705","9","78.33333333333333","<a href=""https://warpcast.com/emrex/0x4deacc12"" target=""_blank"">https://warpcast.com/emrex/0x4deacc12</a>","Note to Self: \n***JUST KEEP PHAVERING*** 🦄🏄🏻‍♂️🥳"
"391844","<a href=""https://warpcast.com/bzcn23.eth"" target=""_blank"">bzcn23.eth</a>","694","9","77.11111111111111","<a href=""https://warpcast.com/bzcn23.eth/0xb0094a2b"" target=""_blank"">https://warpcast.com/bzcn23.eth/0xb0094a2b</a>","On the road, chasing dreams and breathtaking views. Morning magic in my rearview mirror. 🚗\n\n#KeepPhavering \n#AdventureAwaits"
"1110","<a href=""https://warpcast.com/perl"" target=""_blank"">perl</a>","692","15","46.13333333333333","<a href=""https://warpcast.com/perl/0xd628399e"" target=""_blank"">https://warpcast.com/perl/0xd628399e</a>","⚔️  against the final bosses ⚔️\n\nhttps://perl.xyz/market/345/play-versus?rc=true"
"8152","<a href=""https://warpcast.com/undefined"" target=""_blank"">undefined</a>","691","164","4.213414634146342","<a href=""https://warpcast.com/undefined/0x6c301949"" target=""_blank"">https://warpcast.com/undefined/0x6c301949</a>","so i heard you like animated pfps\n\nhttps://warpcast.sh/pfp"
"475387","<a href=""https://warpcast.com/phavergaming"" target=""_blank"">phavergaming</a>","691","6","115.16666666666667","<a href=""https://warpcast.com/phavergaming/0xabb14765"" target=""_blank"">https://warpcast.com/phavergaming/0xabb14765</a>","💥Start your day with the legendary scenes from Mortal Kombat! \nWho's your favorite character? Share in the comments and let the power be with you!"
"12","<a href=""https://warpcast.com/linda"" target=""_blank"">linda</a>","687","151","4.549668874172186","<a href=""https://warpcast.com/linda/0x50047ee9"" target=""_blank"">https://warpcast.com/linda/0x50047ee9</a>","Coming up with a good name / rebrand is seriously the part I struggle with the most for working on an early stage startup. Maybe I'm overthinking it"
"2","<a href=""https://warpcast.com/v"" target=""_blank"">v</a>","683","120","5.691666666666666","<a href=""https://warpcast.com/v/0xf1112084"" target=""_blank"">https://warpcast.com/v/0xf1112084</a>","Longcasts are now fully expanded in conversation views!\n\nYou can now read this thread from  in all its glory\n\nWeb changes are live, mobile coming soon"
"475772","<a href=""https://warpcast.com/coinlynch"" target=""_blank"">coinlynch</a>","682","5","136.4","<a href=""https://warpcast.com/coinlynch/0x0855842f"" target=""_blank"">https://warpcast.com/coinlynch/0x0855842f</a>","Phaver-UP holder airdrop complete! \n\nPhaver-UP holder benefits is continue…\n\n이제 시작이야! 😎👍"
"475142","<a href=""https://warpcast.com/furkannkosee.eth"" target=""_blank"">furkannkosee.eth</a>","681","12","56.75","<a href=""https://warpcast.com/furkannkosee.eth/0xd96287e9"" target=""_blank"">https://warpcast.com/furkannkosee.eth/0xd96287e9</a>","And when the dawn comes and we open our eyes, brand new hopes will bloom 🦄"
"451","<a href=""https://warpcast.com/pfista"" target=""_blank"">pfista</a>","679","109","6.229357798165138","<a href=""https://warpcast.com/pfista/0x4dd07045"" target=""_blank"">https://warpcast.com/pfista/0x4dd07045</a>","Jack Dorsey gave Farcaster a shoutout in his Tech and Freedom talk \n\nListen\n\nhttps://youtu.be/t-40158eRqo?si=gU1c788n7Sy7rceE"
"233147","<a href=""https://warpcast.com/pplpleasr"" target=""_blank"">pplpleasr</a>","679","86","7.895348837209302","<a href=""https://warpcast.com/pplpleasr/0x288d99f8"" target=""_blank"">https://warpcast.com/pplpleasr/0x288d99f8</a>","doEsS anyone want to sublet my loft apartment in williamsburg in october? 🥹 (two bathrooms and big patio!)"
"475772","<a href=""https://warpcast.com/coinlynch"" target=""_blank"">coinlynch</a>","678","10","67.8","<a href=""https://warpcast.com/coinlynch/0x72f36032"" target=""_blank"">https://warpcast.com/coinlynch/0x72f36032</a>","Phaver-UP NFT holder 👀\n\nKeyNFT “Phaver Alice #1” will be airdropped exclusively to Phaver-Up NFT holders and users level 4 + on Phaver App!\n\nmore information 👇\nhttps://medium.com/slash-project-publishing/keynft-phaver-alice-1-will-be-airdropped-exclusively-to-phaver-up-nft-holders-and-users-level-4-d35b4e0db8ce"
"3","<a href=""https://warpcast.com/dwr.eth"" target=""_blank"">dwr.eth</a>","659","276","2.38768115942029","<a href=""https://warpcast.com/dwr.eth/0x026a5034"" target=""_blank"">https://warpcast.com/dwr.eth/0x026a5034</a>","I'm curious -- what is a reply from me worth right now?"
"522884","<a href=""https://warpcast.com/niqobite"" target=""_blank"">niqobite</a>","658","18","36.55555555555556","<a href=""https://warpcast.com/niqobite/0x3173d5cf"" target=""_blank"">https://warpcast.com/niqobite/0x3173d5cf</a>","Gm frens 💜 \nAlways count your blessings, not your problems."
"12","<a href=""https://warpcast.com/linda"" target=""_blank"">linda</a>","654","131","4.99236641221374","<a href=""https://warpcast.com/linda/0x6543c30b"" target=""_blank"">https://warpcast.com/linda/0x6543c30b</a>","My top Warpcast feature requests ranked:\n\n1. Pinned cast in user profile (direct users to Bountycaster info)\n2. Search for keyword in direct casts (find Bountycaster messages)\n3. Host moderation settings in channels applies to ALL casts not just parent casts (able to effectively ban users)\n4. Faster frames loading"
"8447","<a href=""https://warpcast.com/eriks"" target=""_blank"">eriks</a>","652","182","3.5824175824175826","<a href=""https://warpcast.com/eriks/0xea95b18b"" target=""_blank"">https://warpcast.com/eriks/0xea95b18b</a>","we do a little homemade zza 🤤"
"99","<a href=""https://warpcast.com/jessepollak"" target=""_blank"">jessepollak</a>","647","92","7.032608695652174","<a href=""https://warpcast.com/jessepollak/0x75b832c8"" target=""_blank"">https://warpcast.com/jessepollak/0x75b832c8</a>","/base-builds is our first experiment in UBI: universal builder income\n\nwe will scale the amount of funding as we scale the number of builders around the world. post every week to earn your UBI!"
"576","<a href=""https://warpcast.com/nonlinear.eth"" target=""_blank"">nonlinear.eth</a>","646","111","5.81981981981982","<a href=""https://warpcast.com/nonlinear.eth/0x52cb01b8"" target=""_blank"">https://warpcast.com/nonlinear.eth/0x52cb01b8</a>","really enjoyed base camp, so great to meet fellow founders and builders irl\n\nL to R: jesse pollak, jacob horne, dan romero"
"12239","<a href=""https://warpcast.com/alitiknazoglu"" target=""_blank"">alitiknazoglu</a>","644","15","42.93333333333333","<a href=""https://warpcast.com/alitiknazoglu/0x6e73ea6d"" target=""_blank"">https://warpcast.com/alitiknazoglu/0x6e73ea6d</a>","GM Frens! 💜\n Türkiye Topluluk Buluşması #54 🇹🇷\n\n$SOCIAL SUMMER ve Phaver hakkındaki genel sorularınız için tekrar buluşuyoruz! 🏖 6 Ağustos Salı akşam 22.00'da görüşürüz! 🫡\nhttps://phavertr.huddle01.app/room/xon-jlsd-dzl\n\n(Hediye puanlar ve hatıra NFT'si var! 🚀)\nhttps://x.com/alitiknazoglu/status/1820029188071403545"
"2","<a href=""https://warpcast.com/v"" target=""_blank"">v</a>","643","96","6.697916666666667","<a href=""https://warpcast.com/v/0x6dd4acee"" target=""_blank"">https://warpcast.com/v/0x6dd4acee</a>","Feed freshness continues to improve!\n\nThe average cast is now ~ 8hr old, down from ~18hr a few weeks ago."
"12","<a href=""https://warpcast.com/linda"" target=""_blank"">linda</a>","640","139","4.60431654676259","<a href=""https://warpcast.com/linda/0xc9c52199"" target=""_blank"">https://warpcast.com/linda/0xc9c52199</a>","We're launching a Bountycaster Pro ! Perks for subscribers:\n\n- listed on ""Wall of thanks"" on our website\n- special Bountycaster Pro frame when posting bounties\n- free boosted bounty once per month\n- group DC with priority support and beta test sharing\n\nhttps://hypersub.xyz/s/bountycaster-pro-elw06fv0rxts"
"602","<a href=""https://warpcast.com/betashop.eth"" target=""_blank"">betashop.eth</a>","637","111","5.738738738738738","<a href=""https://warpcast.com/betashop.eth/0xb7433be5"" target=""_blank"">https://warpcast.com/betashop.eth/0xb7433be5</a>","A lot people asking. Please share for visibility. \n\nAny moxie rewards you earn: you own. \n\nThey are not an allowance. They are yours. \n\nYou can claim them immediately or accumulate them. \n\nThe only exception is: if you never ever claim once in 180 days, we consider it to be abandoned and recycle it back to active users."
"12142","<a href=""https://warpcast.com/base"" target=""_blank"">base</a>","630","47","13.404255319148936","<a href=""https://warpcast.com/base/0x652f6010"" target=""_blank"">https://warpcast.com/base/0x652f6010</a>","🔆 OᑎᑕᕼᗩIᑎ ᔑᑌᗰᗰEᖇ 🔆\n\n/receipts is an app for you to work out, compete, and earn points\n\nThis week, join the community to log 50,000 minutes for a chance to win prizes distributed by Garmin, Bandit, On Running, Barry's, and more\n\nhttps://apps.apple.com/us/app/receipts-social-fitness/id6496601731"
"12142","<a href=""https://warpcast.com/base"" target=""_blank"">base</a>","626","92","6.804347826086956","<a href=""https://warpcast.com/base/0xa6bcd0ca"" target=""_blank"">https://warpcast.com/base/0xa6bcd0ca</a>","Thanks to the 350+ builders who made /basecamp001 so special \n\nKeep building, and stay Based"
"230997","<a href=""https://warpcast.com/imagekunst.eth"" target=""_blank"">imagekunst.eth</a>","626","2","313","<a href=""https://warpcast.com/imagekunst.eth/0x394eaa28"" target=""_blank"">https://warpcast.com/imagekunst.eth/0x394eaa28</a>","SOCIAL SUMMER BAG 🦄💜"
"12239","<a href=""https://warpcast.com/alitiknazoglu"" target=""_blank"">alitiknazoglu</a>","622","33","18.848484848484848","<a href=""https://warpcast.com/alitiknazoglu/0x78d77762"" target=""_blank"">https://warpcast.com/alitiknazoglu/0x78d77762</a>","gm with new  updates 💜😎"
"473","<a href=""https://warpcast.com/matthew"" target=""_blank"">matthew</a>","615","98","6.275510204081633","<a href=""https://warpcast.com/matthew/0xc26537dc"" target=""_blank"">https://warpcast.com/matthew/0xc26537dc</a>","today was one of those days where i realize that my work up to this point hasn’t actually been random and has really been leading to something all along"
"475772","<a href=""https://warpcast.com/coinlynch"" target=""_blank"">coinlynch</a>","615","3","205","<a href=""https://warpcast.com/coinlynch/0x7feca3c4"" target=""_blank"">https://warpcast.com/coinlynch/0x7feca3c4</a>","Curio 👀\n\nWeb3 game studio Curio raises $5.7 million 💰in seed funding\n\nThe web3 game development company Curio raised $5.7 million in seed funding led by Bain Capital Crypto and SevenX Ventures. \n\nhttps://www.theblock.co/post/309587/web3-game-studio-curio-raises-5-7-million-in-seed-funding\n\nmore information 👇\nhttps://www.curio.gg"
"245017","<a href=""https://warpcast.com/thecryptomath"" target=""_blank"">thecryptomath</a>","612","168","3.642857142857143","<a href=""https://warpcast.com/thecryptomath/0x2f857497"" target=""_blank"">https://warpcast.com/thecryptomath/0x2f857497</a>","🎁 Rewards Season 2 is underway, with an allocation of 520 million $MASKS, similar to the first season.\n\nEngage in the ecosystem and earn rewards for providing liquidity 🎭"
"239","<a href=""https://warpcast.com/ted"" target=""_blank"">ted</a>","610","77","7.922077922077922","<a href=""https://warpcast.com/ted/0xa9b7b0cf"" target=""_blank"">https://warpcast.com/ted/0xa9b7b0cf</a>","i joined farcaster in 2021 after my then bf got me an invite.\n\ni had never met dan, didn’t have any crypto twitter friends, and had always been v private on social media.\n\ni casted with sincerity about anything and everything, reported bug after bug, and began to host and show up to meetups where everyone was shocked to learn i was a woman.\n\nit was obvious to me that we weren’t building social media, but a social network. \n\nand, if successful, it wouldn’t be just one network, but a network of networks.\n\nwhenever someone asked me why i loved farcaster so deeply, i’d reply that it had the highest signal:noise ratio.\n\nthen permissionless happened, then frames, then degen.\n\nthe signal:noise flipped. i abruptly boycotted.\n\nthe issue is that boycotting is inherently inaction. but me? i have always had a bias for action.\n\n3 days later, i was back on FC.\n\n3 months later, i led FarCon alongside an incredible group of casters.\n\nand now, half a year later, i’m still here building.\n\nthis is how we win together."
"192207","<a href=""https://warpcast.com/wazirihbs"" target=""_blank"">wazirihbs</a>","605","9","67.22222222222223","<a href=""https://warpcast.com/wazirihbs/0x3dbab744"" target=""_blank"">https://warpcast.com/wazirihbs/0x3dbab744</a>","Forging a Brighter Future: The Power of Resilient Communities on Phaver\n\nAt , we believe that challenging times forge resilient communities. Resilient communities create empowering connections. Empowering connections foster inclusive spaces. Inclusive spaces spark meaningful moments. But when we become complacent, we risk losing our strength. Stay vigilant, stay connected, and together. Let's create a brighter future on Phaver.    "
"653418","<a href=""https://warpcast.com/jeyguptt"" target=""_blank"">jeyguptt</a>","604","18","33.55555555555556","<a href=""https://warpcast.com/jeyguptt/0x35933e48"" target=""_blank"">https://warpcast.com/jeyguptt/0x35933e48</a>","Happy fren  always rock 💥\n   \n "
"475772","<a href=""https://warpcast.com/coinlynch"" target=""_blank"">coinlynch</a>","600","4","150","<a href=""https://warpcast.com/coinlynch/0xe449aa2c"" target=""_blank"">https://warpcast.com/coinlynch/0xe449aa2c</a>","Particle Network 👀\n\nBinance Labs Invests in Particle Network to Address User and Liquidity Fragmentation in Web3\n\nhttps://www.binance.com/en/blog/ecosystem/binance-labs-invests-in-particle-network-to--address-user-and-liquidity-fragmentation-in-web3-2579347885390894943\n\nmore information 👇\nhttps://particle.network"
"15983","<a href=""https://warpcast.com/jacek"" target=""_blank"">jacek</a>","599","197","3.0406091370558377","<a href=""https://warpcast.com/jacek/0x2db554f6"" target=""_blank"">https://warpcast.com/jacek/0x2db554f6</a>","Hey Degens! We’ve added $200k liquidity to the WETH/DEGEN pair on the Degen chain. Arbitrageurs, check out the opportunities—Degen is currently cheaper on L3 than on Base. Plus, stay tuned for our upcoming liquidity rewards program with Rivera.money!"
"239","<a href=""https://warpcast.com/ted"" target=""_blank"">ted</a>","592","113","5.238938053097345","<a href=""https://warpcast.com/ted/0x8548a452"" target=""_blank"">https://warpcast.com/ted/0x8548a452</a>","gm, today’s energy"
"15983","<a href=""https://warpcast.com/jacek"" target=""_blank"">jacek</a>","590","168","3.511904761904762","<a href=""https://warpcast.com/jacek/0x564aa561"" target=""_blank"">https://warpcast.com/jacek/0x564aa561</a>","Hey Degens! We’ve just added Initial Tip Offerings (ITOs) to the homepage of Degen.tips, powered by ! If you need funding, launching an ITO is a fantastic way to get started. Let’s build more amazing Degen Chain and $DEGEN dapps and bring your projects to life!"
"99","<a href=""https://warpcast.com/jessepollak"" target=""_blank"">jessepollak</a>","590","122","4.836065573770492","<a href=""https://warpcast.com/jessepollak/0x7a100110"" target=""_blank"">https://warpcast.com/jessepollak/0x7a100110</a>","in the last 24h,  has the #1 onchain pair by volume 📈"
"308322","<a href=""https://warpcast.com/farcastor.eth"" target=""_blank"">farcastor.eth</a>","590","17","34.705882352941174","<a href=""https://warpcast.com/farcastor.eth/0x4ae636d2"" target=""_blank"">https://warpcast.com/farcastor.eth/0x4ae636d2</a>","Gm, frens 🫡 This man is the hero of the month, guys. Can you imagine what would have happened now to $SOCIAL if the TGE had taken place last week? , our visionary, saw all of this coming from afar. Just goes to show, all praise to the team. 💙\nAnd now it's up to you, fudders... 😛🫵😏\nHave a nice day, my frens, and keep Phavering.\n💙🦄🚀🔥"
"12142","<a href=""https://warpcast.com/base"" target=""_blank"">base</a>","589","77","7.64935064935065","<a href=""https://warpcast.com/base/0x8717bafa"" target=""_blank"">https://warpcast.com/base/0x8717bafa</a>","Make something people want"
"476827","<a href=""https://warpcast.com/saskiaferla.eth"" target=""_blank"">saskiaferla.eth</a>","586","19","30.842105263157894","<a href=""https://warpcast.com/saskiaferla.eth/0x5bcd9b74"" target=""_blank"">https://warpcast.com/saskiaferla.eth/0x5bcd9b74</a>","Good morning, dear frens. 🤗 I wish you all a wonderful weekend. Enjoy it and keep Phavering! 🦄💜"
"99","<a href=""https://warpcast.com/jessepollak"" target=""_blank"">jessepollak</a>","585","8","73.125","<a href=""https://warpcast.com/jessepollak/0xbb995fe5"" target=""_blank"">https://warpcast.com/jessepollak/0xbb995fe5</a>","shout-out to  who has relentlessly drilled this mantra into my head over the last nearly 8 years."
"266165","<a href=""https://warpcast.com/phaverian"" target=""_blank"">phaverian</a>","577","21","27.476190476190474","<a href=""https://warpcast.com/phaverian/0xe07e50b3"" target=""_blank"">https://warpcast.com/phaverian/0xe07e50b3</a>","20K Phaverians and 500K phaver points\n\nWhat a journey, thanks everyone 🦄\n\nWe Keep Phavering\n\n 💜"
"245017","<a href=""https://warpcast.com/thecryptomath"" target=""_blank"">thecryptomath</a>","576","174","3.310344827586207","<a href=""https://warpcast.com/thecryptomath/0xebabdcc8"" target=""_blank"">https://warpcast.com/thecryptomath/0xebabdcc8</a>","🏁 Airdrop campaign 2 is now live with 3.15 billion $MASKS allocated!\n\nOver the next six months, 33.3% will be distributed during the first season, another 33.3% over the following two seasons, and the final 33.3% during the last three seasons.\n\nBe part of the new campaign to be rewarded for genuine engagement 🎭"
"1110","<a href=""https://warpcast.com/perl"" target=""_blank"">perl</a>","574","13","44.15384615384615","<a href=""https://warpcast.com/perl/0x3e2ebaf3"" target=""_blank"">https://warpcast.com/perl/0x3e2ebaf3</a>","https://perl.xyz/market/344/play-versus?rc=true"
"239","<a href=""https://warpcast.com/ted"" target=""_blank"">ted</a>","573","90","6.366666666666666","<a href=""https://warpcast.com/ted/0xb44778a4"" target=""_blank"">https://warpcast.com/ted/0xb44778a4</a>","walked by this table at FEST and the guy was eating his fries with mayo and i was like omg i love these people \n\nand then i immediately knew it was the /europoooooor table hahahahaha\n\ncc            "
"475745","<a href=""https://warpcast.com/ikazenc"" target=""_blank"">ikazenc</a>","567","4","141.75","<a href=""https://warpcast.com/ikazenc/0x2f19db39"" target=""_blank"">https://warpcast.com/ikazenc/0x2f19db39</a>","While waiting for $SOCIAL SUMMER ; Me,my pleasure and it's butler enjoying to the fullest 🤣🤣"
"475330","<a href=""https://warpcast.com/coinempress"" target=""_blank"">coinempress</a>","566","25","22.64","<a href=""https://warpcast.com/coinempress/0xf1c103f3"" target=""_blank"">https://warpcast.com/coinempress/0xf1c103f3</a>","Gm! \n\nAnyone hiring? Fr\n\nMy red straw represents the market and my portfolio today. 💀🪦"
"621102","<a href=""https://warpcast.com/cvhrklc"" target=""_blank"">cvhrklc</a>","565","23","24.565217391304348","<a href=""https://warpcast.com/cvhrklc/0x9cd446c5"" target=""_blank"">https://warpcast.com/cvhrklc/0x9cd446c5</a>","Günaydın arkadaşlar \n$SOCIAL SUMMER 👑🥚👑🥚👑\nBenim için zor bir çalışma olduğunu söyleyebilirim , aşırı derecede dikkat ve sabır isteyen bir çalışmayı tamamlamış olmanın mutluluğu var içimde . $SOCIAL SUMMER deniz, kum ve güneş ile yan yana anılıyor lakin benim için $SOCIAL SUMMER emek, sabır ve aşırı derecede dikkatli olma anlamına geliyordu bu çalışmada. Şuan geçici aydınlatması ile paylaşıyorum nasıl görüneceği hakkında fikir vermesi adına .. 🦄💜👨‍🚀🥚🥚\n     "
"10636","<a href=""https://warpcast.com/jam"" target=""_blank"">jam</a>","564","15","37.6","<a href=""https://warpcast.com/jam/0x86efe62b"" target=""_blank"">https://warpcast.com/jam/0x86efe62b</a>","Lots of points waiting to be claimed in my Jam Yard! Come grab yours now! Don’t miss out on this opportunity. 🎉😉  \n\nhttps://my-yard-frame.jam.so/"
"194410","<a href=""https://warpcast.com/jira"" target=""_blank"">jira</a>","563","24","23.458333333333332","<a href=""https://warpcast.com/jira/0x4adf5093"" target=""_blank"">https://warpcast.com/jira/0x4adf5093</a>","I'm not a morning person,\nbut I'd wake up for you. \nHow about breakfast in bed?\n🫰😆"
"522884","<a href=""https://warpcast.com/niqobite"" target=""_blank"">niqobite</a>","563","11","51.18181818181818","<a href=""https://warpcast.com/niqobite/0xfa5452cc"" target=""_blank"">https://warpcast.com/niqobite/0xfa5452cc</a>","Stay Positive 🌦\n\nMany of life's failures are people who did not realize how close they were to success when they gave up."
